uid,Formula,alpha_R,heavy1_el,heavy2_el,heavy1_mass,heavy2_mass,n_elements,A_WM_VBM,A_WM_CBM,B_WMp_VBM,B_WMp_CBM,C_pfrac_h1_VBM,C_pfrac_h1_CBM,C_pfrac_h2_VBM,C_pfrac_h2_CBM,D_wm_h1_VBM,D_wm_h1_CBM,D_wm_h2_VBM,D_wm_h2_CBM,E_pfrac_VBM,E_pfrac_CBM,F_ph1_VBM,F_ph1_CBM,F_ph2_VBM,F_ph2_CBM
a148361e5e9a,TiZr3Se8,1.321,Zr,Se,91.224,78.96,3,78.01800998944199,73.21339319702074,63.34244113755318,11.397019982350766,0.025385837440651128,0.0672340119044139,0.968424968994911,0.9120530571955328,11.679787946862344,42.98909824471921,62.470743153088755,12.480285573038028,0.8026965681371502,0.1449765152582613,1.6080009138119378,0.7662673771682145,61.342401594696916,10.394686917821593
a1d716aad84d,Mo2W2Se8,1.784,W,Mo,183.84,95.94,3,125.42522072534729,118.65200269170896,16.95663611978102,15.290301458405919,0.06638062916465412,0.08031876731450181,0.04045310406580365,0.0399172059949224,69.08001156726465,54.5145930961691,39.86394393865361,48.54428866969091,0.20507962466220597,0.18340493645210398,1.1255921741471635,1.2280981650062928,0.6859485655594666,0.6103461130396515
a7233837cfe9,CrMo3Se8,1.311,Mo,Se,95.94,78.96,3,79.19090560240635,73.21542516873645,16.016853061255397,11.723692159647664,0.08850842018856157,0.06848459428553196,0.9054242303013659,0.9178846506084428,47.63346631286236,37.40462818301714,15.745790152850729,11.967291802182979,0.2003083671083162,0.1477262102974496,1.4176263608440414,0.8028923010819422,14.502046854837243,10.760997081799136
a80866a2c6b4,BiClSe,3.032,Bi,Se,208.9804,78.96,3,95.24787294786083,151.01445267466397,69.01252223701823,142.96219457624434,0.23618231331861236,0.8464629179074693,0.6475441334215907,0.13355661831661114,42.18359251195846,123.05081925378776,44.95026894582265,24.29379955515101,0.8702984144182764,0.9014430142409324,16.299537149891144,121.01219637146318,44.68865390720823,19.093547254724562
a84d988e38ac,BiITe,0.467,Bi,Te,208.9804,127.6,3,135.30149246059696,167.17789358457276,122.21222680847784,158.62589795902048,0.0690845167474392,0.624220854102377,0.3968970493475734,0.25627421454224036,20.699183850888183,101.92047937447494,49.08015320090464,44.892451741739,0.934812594962855,0.9417767775687267,8.442972629692125,99.01759350673628,48.505672214481265,40.65172740550554
a9f87eba4b96,CrW3S8,1.909,W,Cr,183.84,51.9961,3,112.90845357065923,91.4298974995493,8.271962183723737,7.237593014263748,0.30467185515103073,0.28117356081705697,0.011385337469803225,0.02246029347059006,90.01565197078794,59.506100132562715,17.030584979892488,26.708112866217725,0.19196013068991447,0.17137706135001857,2.520234064254282,2.0350197995651946,0.09417908099914517,0.1625584631210563
aa9a981d89aa, ,4.457,Bi,Se,208.9804,78.96,3,88.36527775910551,112.9914132886971,71.76558098787419,102.84946621488969,0.17067789517599147,0.6387621157092817,0.8139117310506013,0.32211280332852105,24.031135134537426,67.70780327126704,60.754313574121845,40.059130789757106,0.8340700960545168,0.8638507706444664,12.248798309092518,65.69634263899322,58.410848251692805,33.12912988332013
acdcd16c0d76,BiIS,1.858,Bi,I,208.9804,126.90447,3,102.81688537927053,154.058800871947,83.31541830954208,147.2851339945457,0.05827510569628356,0.8052739438034051,0.8067328044533595,0.15677543048628312,24.011427237526668,120.8064362280653,67.47312081359591,26.391772643725627,0.9036235578633021,0.9238137730702655,4.855214808118643,118.60488071540078,67.21328106706166,23.090690286224795
b13beafa16aa,AsIS,2.033,I,As,126.90447,74.9216,3,90.10574723901303,81.21993652979165,82.17886417334589,73.6080199265515,0.8424015711513118,0.3941311305721273,0.03802743362735571,0.5515291417962228,69.74639183735694,33.925860883921196,10.344410639183055,41.60897419077658,0.8936670822854337,0.8952076420903963,69.22760429505682,29.01121211282742,3.125051302923391,40.59696805941022
b8fb10416122,ZrHf3Se8,0.725,Hf,Zr,178.49,91.224,3,95.66274865923874,139.22686399510775,70.7109422700712,19.866328433064403,0.12438345503858111,0.3561604204429246,0.0065700233692280174,0.020471906814208553,28.966851622031218,102.974453943647,4.092486388630741,21.16967055728909,0.8326247051860165,0.2009389569933805,8.795271308585106,7.075599887377446,0.46457254317450103,0.4067016244221563
badda86cab42,BiClTe,1.458,Bi,Te,208.9804,127.6,3,130.93534610030687,154.72713289948803,118.76643627810506,146.02329352762754,0.2757162880776173,0.6782954565079012,0.6808346756923817,0.28952008716508026,43.68495376818877,102.68248650479048,81.98852169822418,47.09718027314599,0.9359477403697092,0.9378360161127248,32.74584095880599,99.04693654410939,80.86030812654357,42.27667667025083
c04fc052f2ca,Mo2W2Te8,1.645,W,Te,183.84,127.6,3,134.68395498600324,133.32535689885432,38.08162701210692,18.031451319045583,0.06684791923270908,0.06372530553233278,0.8979611282961227,0.9064554320177656,62.31359565452036,67.96144792689245,36.07041065149669,19.711238088338746,0.2958079752151466,0.1399480237647956,2.5456775267554757,1.1490597444975648,34.195820759143636,16.344706995312773
c55716558616,HfTi3Se8,1.191,Hf,Se,178.49,78.96,3,77.40218301586505,64.5388004203401,59.534100449458165,9.541706156161728,0.056270331346169176,0.11033880775169995,0.9221186560167093,0.8402152519508497,10.201513255653886,17.561792463505874,56.04498157362555,9.700008236458181,0.7409042099373613,0.11728845700179799,3.3500035586871304,1.052820481187941,54.89750469361813,8.0170870420404
c798e725e2fb,WCr3Se8,1.16,W,Se,183.84,78.96,3,72.49360304966639,59.12329485372703,11.905026163019325,9.40988953259408,0.06933650307904589,0.03105111115560545,0.9057572971943492,0.9274572095042027,22.84886012501604,5.391957666124632,12.038676427483193,9.54722340122555,0.14675621564812047,0.11962596502188046,0.8254528832083113,0.292187525838547,10.783064320444398,8.727269887642512
c96ef4fc869c,BiClS,1.181,Bi,Cl,208.9804,35.453,3,69.14892223923307,145.63146330662713,36.35083008951067,141.3612568664351,0.27813545730864114,0.9346964729231777,0.247218640984322,0.02539242375287324,42.78269775050723,133.63912016019495,9.057954979018712,4.5239261633566,0.8399466536166024,0.9094579449330604,10.110454750494764,132.12986820104422,8.986602813380829,3.589504936591282
cce78d90e899,Hf2Ti2Se8,1.409,Hf,Se,178.49,78.96,3,85.81180441439706,81.50049152520377,63.49581191218568,11.955999732323626,0.1011379963404192,0.2059573719202656,0.8864311694345315,0.7631720882359809,20.954581045534646,40.07639315008048,57.417021918755964,10.93165394798318,0.7652933296496389,0.13706490422052642,6.421839192806581,2.4624262835487727,56.28466680751381,9.124485282666251
cf7927ab6730,Bi2P2Te6,1.814,Bi,Te,208.9804,127.6,3,124.50907530888671,125.03832181505298,109.76748909646224,111.20272448515155,0.10924166508035414,0.39371909801796434,0.8802161696286619,0.5678974358688231,20.575710560594157,45.790890378377256,100.3741302311808,72.7102793897356,0.8519428236956959,0.8422307722599669,11.991183280587153,43.78263638143407,96.6191188022439,63.151742096744755
d59c96fdfda1,SeSn,0.873,Sn,Se,118.71,78.96,2,92.7063411463871,101.42848022041554,76.49240759997627,77.9190729916325,0.3299071183185151,0.6492104597432228,0.670092881681485,0.35078954025677717,41.05228069151233,67.1002084771202,51.65406045487478,34.32827174329533,0.8617318463089176,0.772294966413053,25.235389764553457,50.58587719966347,51.25701783542282,27.33319579196903
da5fd2bb47af,ClSbTe,2.891,Te,Sb,127.6,121.76,3,100.42691238254743,114.85426454590717,81.7128560689981,97.8444547886032,0.6943216011615924,0.3080000392610561,0.18809384323103942,0.6650934933376769,57.64389791962662,43.18150957886729,32.93612210014398,68.02419862626043,0.8418724917890628,0.8448925848104843,56.7350010613135,30.13609591636642,15.369685139402616,65.07571023907249
dc4259e69783,WCr3S8,1.317,W,Cr,183.84,51.9961,3,65.13273600625158,52.545075241704616,4.788493648524472,3.913331566712691,0.10523869274803598,0.058510641501903056,0.03992965149310892,0.10012179812405295,21.983041579395067,3.6835824418316974,38.920394666016364,45.494665549562136,0.13407648218978901,0.1114644811375034,0.5039348118029887,0.22897154037800688,0.19120288256254775,0.3918097931148919
de5756e4fbfa,BiBrSe,2.784,Bi,Br,208.9804,79.904,3,101.93773026615456,152.61363245105673,75.60282614963789,144.34700166588505,0.1395856609783279,0.8071242360649784,0.30443852231033847,0.06637080871048551,36.4915451293323,118.1604114079056,23.188156181443542,11.70612322916363,0.8708858861095728,0.9086603729103896,10.553070459926818,116.50596344784763,23.016412675481174,9.58042723549859
df0019ec24b5,ISbSe,2.431,I,Sb,126.90447,121.76,3,107.28419312170513,114.02123744573412,88.62012312129104,101.27494102978066,0.6212834456219696,0.23998744590382706,0.036703602918416865,0.6567578870615217,55.45737901968278,29.64923818949454,20.973479389137744,67.87768464886335,0.8444249438246081,0.8702194028528185,55.058215444238876,24.304714431797763,3.25267780962508,66.51311628299896
e688959ea45b,SnTe,0.806,Te,Sn,127.6,118.71,2,124.62452124136756,122.4364645319266,113.77192713823337,94.32006137993935,0.7354005475590342,0.4395972985712529,0.2645994524409658,0.560402701428747,84.89234087722188,53.48671251674185,39.73218036414568,68.94975201518476,0.9092975411969437,0.7702073113614514,83.66793751430336,41.4628441836961,30.10398962393,52.85721719624325
eadd37f03ca5,GeTe,0.952,Te,Ge,127.6,72.64,2,107.73168287295665,95.85718426998397,100.80280703869855,70.73162240072982,0.7900189613252889,0.5401012090655657,0.20998103867471102,0.4598987909344343,81.47195659733019,53.903069738900186,26.259726275626466,41.95411453108379,0.9154990873691007,0.7472070142516989,79.63612891538615,38.20223477780323,21.16667812331239,32.52938762292659
eef072f845ce,CrW3Te8,1.592,W,Te,183.84,127.6,3,129.021973122645,115.28225482688758,29.6813361188598,15.952876149043437,0.10809687153865787,0.10941194558699915,0.8866104200622219,0.8818379879000893,83.9806404765379,74.68940341795408,28.350322870442685,16.40725188634551,0.22671026919698667,0.12242854226607965,3.2084595775361135,1.7454352171752772,26.315781884350287,14.067852204491789
f1e78a09001d,BrSbTe,1.315,Te,Sb,127.6,121.76,3,107.50221474550649,115.77073949457542,93.33860811550343,105.9146074392356,0.5619366407222579,0.32583165437422135,0.09960811958535294,0.5435098304095922,53.26665527579405,40.91593749978474,22.36312056460134,59.84626247562225,0.882771812071691,0.9164275283284803,52.45038389411728,34.510331764322345,9.29728323909946,57.565630327197475
f4f45fcade85,BiBrTe,0.498,Bi,Te,208.9804,127.6,3,126.10644463131814,159.50394455647952,111.78015191848571,150.8511648849243,0.18998004814904385,0.6493808319726515,0.5875182887437194,0.2728916686789469,34.538379249434065,101.19036962708476,66.53378920473635,45.746909709692574,0.9275593381609087,0.9381112972308486,21.23599864358135,97.95985495701576,65.67288357066171,41.166026107609945
f705a30af945,ClSbSe,1.483,Sb,Se,121.76,78.96,3,72.93578823933927,91.67710833290612,54.35799798306206,84.29997197811561,0.1173116007985987,0.660230774323246,0.665071650336212,0.26768058618002927,24.566754983227042,58.72629442950781,36.42313114606379,26.492202434450267,0.8438826392372596,0.9143032462366278,6.37682375960001,55.6574357745392,36.151963427567566,22.565465914062028
fba4cc0df459,AsClTe,0.634,Te,As,127.6,74.9216,3,77.05784096958683,84.18425271728029,71.22292437096428,74.57101473267372,0.6490456592066483,0.41251956750367025,0.13247570392506752,0.5081646146766288,47.358207609812816,39.07338457175954,14.056349542896276,38.941262982072296,0.9271260695172411,0.9136992993085054,46.226929898977765,30.762002745832383,9.43530704164534,37.89435096767435
