janus_z_range,janus_z_std,janus_n_layers,janus_z_dipole_Z,janus_z_dipole_X,janus_z_dipole_mass,janus_z_dipole_Z_abs,janus_z_dipole_X_abs,janus_z_dipole_mass_abs,janus_top_bot_meanZ,janus_top_bot_meanX,janus_top_bot_meanZ_abs,janus_top_bot_meanX_abs,uid
3.320306989999999,1.3559994507698176,3,0.4771249349166677,-0.23664439870040913,0.5298374805096687,0.4771249349166677,0.23664439870040913,0.5298374805096687,18.0,-0.5049999999999999,18.0,0.5049999999999999,da5fd2bb47af
3.023101799999999,1.2222721817308124,3,9.483686132165594e-06,-6.054742672685756e-06,1.1100741806391142e-05,9.483686132165594e-06,6.054742672685756e-06,1.1100741806391142e-05,8.971428571428572,-0.11028571428571432,8.971428571428572,0.11028571428571432,dc4259e69783
3.46137474,1.415676655467795,3,0.027136329978070764,-0.10601838516600219,0.038077571782808815,0.027136329978070764,0.10601838516600219,0.038077571782808815,23.5,-0.6749999999999998,23.5,0.6749999999999998,de5756e4fbfa
3.576750589999998,1.4680326897968432,3,-0.23458723318840555,-0.043467234421487706,-0.24940390313451835,0.23458723318840555,0.043467234421487706,0.24940390313451835,-10.5,-0.3600000000000003,10.5,0.3600000000000003,df0019ec24b5
1.6861605499999994,0.8430802749999997,2,-0.016530985784313276,-0.029071733620689263,-0.030429067617026892,0.016530985784313276,0.029071733620689263,0.030429067617026892,-2.0,-0.14000000000000012,2.0,0.14000000000000012,e688959ea45b
1.5598212299999998,0.7799106149999999,2,-0.18569300357142807,-0.01707833463503615,-0.21406256192768627,0.18569300357142807,0.01707833463503615,0.21406256192768627,-20.0,-0.0900000000000003,20.0,0.0900000000000003,eadd37f03ca5
3.7157578000000004,1.4569110791783244,3,-3.854647281091814e-05,-1.299573022831028e-05,-4.084932025413477e-05,3.854647281091814e-05,1.299573022831028e-05,4.084932025413477e-05,-15.028571428571432,-0.19942857142857173,15.028571428571432,0.19942857142857173,eef072f845ce
3.816604409999999,1.5586271851358215,3,0.23812983920289882,-0.23460897849507698,0.27949822507783045,0.23812983920289882,0.23460897849507698,0.27949822507783045,16.5,-0.8849999999999998,16.5,0.8849999999999998,f1e78a09001d
3.8539509800000014,1.5737988172893023,3,0.20478447929411722,-0.23781482604519794,0.2338214174901145,0.20478447929411722,0.23781482604519794,0.2338214174901145,32.5,-0.8999999999999999,32.5,0.8999999999999999,f4f45fcade85
3.5267678300000007,1.4406365723454109,3,0.3112844999999993,-0.145831302890895,0.34385453672351685,0.3112844999999993,0.145831302890895,0.34385453672351685,25.5,-0.8600000000000003,25.5,0.8600000000000003,f705a30af945
3.47849433,1.4201453479270127,3,0.5965382472549026,-0.24887457814516076,0.6729651949803697,0.5965382472549026,0.24887457814516076,0.6729651949803697,25.5,-1.02,25.5,1.02,fba4cc0df459
