n_features,features,features_str,loo_r2,loo_mae,best_params,kernel,C,gamma,epsilon
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.26521117909523373,0.5948711946747742,"{'svr__C': 1000.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.2577069753467969,0.5939441992802824,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",rbf,10.0,0.1,0.2
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.32590905168614037,0.5479203908981992,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,10.0,auto,0.2
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.28214140222683104,0.5967344457350113,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.26089788303649697,0.5559921017514521,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,100.0,1.0,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg",0.16644751570715044,0.6323360440025478,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull",0.21464361464830128,0.5961490268538077,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM",0.37042587208478883,0.5658903561463319,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_CBM",0.20813243550350824,0.5799583925622742,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, old_ehull",0.107168610693132,0.642157288454657,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM",0.21609549200955858,0.6580248372530617,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_CBM",0.33485874925931547,0.526207349802833,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.1
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_VBM",0.20552946228982516,0.6214266129569064,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_CBM",0.06171253724030923,0.662492774302937,"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,0.1,scale,0.01
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, E_sfrac_VBM, E_sfrac_CBM",0.28138397018197436,0.5433531850035833,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,100.0,scale,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.17922445984387514,0.5867851993032739,"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",rbf,10.0,0.1,0.01
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.2190004750981751,0.6246530025300208,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.057097262352369116,0.6306567983866185,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",rbf,100.0,0.1,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.4384734465253113,0.5277454036222399,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.18993773925219937,0.5912386512717333,"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",rbf,1.0,0.1,0.01
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.19170913609198836,0.5799886299214104,"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.01
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.34343613222336433,0.584318816835839,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.18939499122312609,0.637147287736025,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.3452845048626315,0.5449486822094404,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.29784196019043885,0.5842704804421934,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.4593586057219752,0.49006801762978136,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,10.0,1.0,0.2
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.21298806189121555,0.6209091429636208,"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.01
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.3480042215715897,0.5192525571570928,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,100.0,1.0,0.1
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.19619980869645026,0.6158360306399425,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,10.0,0.01,0.2
