features,feat_list,indices,n_feat,cv5_r2
X_mean + kmid_frac_y + kvec_z,"X_mean,kmid_frac_y,kvec_z","(4, 22, 34)",3,-0.23337474936003236
end_nearest_mass + mid_nearest_dist + sum_Z4,"end_nearest_mass,mid_nearest_dist,sum_Z4","(16, 46, 61)",3,-0.2333802264680555
end_nearest_Z4 + mid_nearest_dist + sum_Z4,"end_nearest_Z4,mid_nearest_dist,sum_Z4","(14, 46, 61)",3,-0.2333802264680555
end_nearest_Z + mid_nearest_dist + sum_Z4,"end_nearest_Z,mid_nearest_dist,sum_Z4","(13, 46, 61)",3,-0.2333802264680555
end_adf_min + kmid_frac_y + radius_diff,"end_adf_min,kmid_frac_y,radius_diff","(10, 22, 50)",3,-0.2334116175085758
ehull + kend_frac_z + kpath_interior_degeneracy,"ehull,kend_frac_z,kpath_interior_degeneracy","(7, 20, 25)",3,-0.2334162009956174
max_mass + mean_Z + radius_diff,"max_mass,mean_Z,radius_diff","(37, 38, 50)",3,-0.23345819093081027
X_diff + kvec_z + min_mass,"X_diff,kvec_z,min_mass","(3, 34, 48)",3,-0.23348937817955537
X_mean + max_Z4 + mid_nearest_Z4,"X_mean,max_Z4,mid_nearest_Z4","(4, 36, 45)",3,-0.23353169352160075
X_mean + max_Z4 + mid_nearest_mass,"X_mean,max_Z4,mid_nearest_mass","(4, 36, 47)",3,-0.23353169352160075
X_mean + max_Z4 + mid_nearest_Z,"X_mean,max_Z4,mid_nearest_Z","(4, 36, 44)",3,-0.23353169352160075
X_mean + max_Z + mid_nearest_Z,"X_mean,max_Z,mid_nearest_Z","(4, 35, 44)",3,-0.23353169352160075
X_mean + max_Z + mid_nearest_mass,"X_mean,max_Z,mid_nearest_mass","(4, 35, 47)",3,-0.23353169352160075
X_mean + max_Z + mid_nearest_Z4,"X_mean,max_Z,mid_nearest_Z4","(4, 35, 45)",3,-0.23353169352160075
end_nearest_mass + kpath_real_distance + sum_Z4,"end_nearest_mass,kpath_real_distance,sum_Z4","(16, 26, 61)",3,-0.23355492662265537
end_nearest_Z4 + kpath_real_distance + sum_Z4,"end_nearest_Z4,kpath_real_distance,sum_Z4","(14, 26, 61)",3,-0.23355492662265537
end_nearest_Z + kpath_real_distance + sum_Z4,"end_nearest_Z,kpath_real_distance,sum_Z4","(13, 26, 61)",3,-0.23355492662265537
mean_Z + min_mass + radius_diff,"mean_Z,min_mass,radius_diff","(38, 48, 50)",3,-0.23362311572555972
kpath_real_distance + kstart_frac_x + max_Z4,"kpath_real_distance,kstart_frac_x,max_Z4","(26, 29, 36)",3,-0.2336514790945202
kpath_real_distance + kstart_frac_x + max_Z,"kpath_real_distance,kstart_frac_x,max_Z","(26, 29, 35)",3,-0.2336514790945202
kpath_interior_degeneracy + kpath_total_weight + max_Z,"kpath_interior_degeneracy,kpath_total_weight,max_Z","(25, 27, 35)",3,-0.23368286489616502
kpath_interior_degeneracy + kpath_total_weight + max_Z4,"kpath_interior_degeneracy,kpath_total_weight,max_Z4","(25, 27, 36)",3,-0.23368286489616502
E_pfrac_CBM + kmid_frac_y + mid_adf_min,"E_pfrac_CBM,kmid_frac_y,mid_adf_min","(0, 22, 41)",3,-0.2337095400020476
kend_frac_z + max_mass + mean_Z,"kend_frac_z,max_mass,mean_Z","(20, 37, 38)",3,-0.2337640237129416
kpath_real_distance + kpath_total_weight + n_elements,"kpath_real_distance,kpath_total_weight,n_elements","(26, 27, 49)",3,-0.23376993488688774
E_pfrac_CBM + max_mass + start_nearest_dist,"E_pfrac_CBM,max_mass,start_nearest_dist","(0, 37, 59)",3,-0.23377067344679597
X_mean + end_nearest_dist + kend_degeneracy,"X_mean,end_nearest_dist,kend_degeneracy","(4, 15, 17)",3,-0.23378113176119367
bandgap + kmid_frac_y + kstart_degeneracy,"bandgap,kmid_frac_y,kstart_degeneracy","(6, 22, 28)",3,-0.233792757836299
kvec_y + radius_diff + start_adf_min,"kvec_y,radius_diff,start_adf_min","(33, 50, 54)",3,-0.23379977548256753
kend_frac_y + mean_Z + min_mass,"kend_frac_y,mean_Z,min_mass","(19, 38, 48)",3,-0.2338148575233563
ehull + kstart_frac_z + mid_nearest_dist,"ehull,kstart_frac_z,mid_nearest_dist","(7, 31, 46)",3,-0.23381733312369976
end_nearest_mass + kpath_total_weight + mean_Z,"end_nearest_mass,kpath_total_weight,mean_Z","(16, 27, 38)",3,-0.23382233090235297
end_nearest_Z + kpath_total_weight + mean_Z,"end_nearest_Z,kpath_total_weight,mean_Z","(13, 27, 38)",3,-0.23382233090235297
end_nearest_Z4 + kpath_total_weight + mean_Z,"end_nearest_Z4,kpath_total_weight,mean_Z","(14, 27, 38)",3,-0.23382233090235297
ehull + kpath_real_distance + mid_adf_min,"ehull,kpath_real_distance,mid_adf_min","(7, 26, 41)",3,-0.23382460095572632
ehull + kpath_real_distance + kstart_frac_y,"ehull,kpath_real_distance,kstart_frac_y","(7, 26, 30)",3,-0.2338461248352211
kmid_frac_z + kpath_total_weight + start_nearest_dist,"kmid_frac_z,kpath_total_weight,start_nearest_dist","(23, 27, 59)",3,-0.23387449367367052
kpath_total_weight + max_mass + start_nearest_dist,"kpath_total_weight,max_mass,start_nearest_dist","(27, 37, 59)",3,-0.233886482095316
E_pfrac_VBM + kmid_frac_x + n_elements,"E_pfrac_VBM,kmid_frac_x,n_elements","(1, 21, 49)",3,-0.23389531465676772
end_adf_min + kstart_frac_y + kstart_frac_z,"end_adf_min,kstart_frac_y,kstart_frac_z","(10, 30, 31)",3,-0.23389804816087753
end_nearest_Z4 + mid_nearest_dist + min_mass,"end_nearest_Z4,mid_nearest_dist,min_mass","(14, 46, 48)",3,-0.2338981010199305
end_nearest_mass + mid_nearest_dist + min_mass,"end_nearest_mass,mid_nearest_dist,min_mass","(16, 46, 48)",3,-0.2338981010199305
end_nearest_Z + mid_nearest_dist + min_mass,"end_nearest_Z,mid_nearest_dist,min_mass","(13, 46, 48)",3,-0.2338981010199305
X_diff + end_adf_min + kmid_frac_y,"X_diff,end_adf_min,kmid_frac_y","(3, 10, 22)",3,-0.23389835758973598
kend_frac_z + kpath_total_weight + start_nearest_dist,"kend_frac_z,kpath_total_weight,start_nearest_dist","(20, 27, 59)",3,-0.233928811088417
bandgap + kmid_frac_x + mean_Z,"bandgap,kmid_frac_x,mean_Z","(6, 21, 38)",3,-0.2339553994572018
X_diff + kmid_frac_y + start_nearest_Z,"X_diff,kmid_frac_y,start_nearest_Z","(3, 22, 57)",3,-0.2339589247870101
X_diff + kmid_frac_y + start_nearest_Z4,"X_diff,kmid_frac_y,start_nearest_Z4","(3, 22, 58)",3,-0.2339589247870101
X_diff + kmid_frac_y + start_nearest_mass,"X_diff,kmid_frac_y,start_nearest_mass","(3, 22, 60)",3,-0.2339589247870101
kmid_frac_y + max_mass + mean_Z,"kmid_frac_y,max_mass,mean_Z","(22, 37, 38)",3,-0.23396989530460735
ehull + kmid_frac_z + kpath_real_distance,"ehull,kmid_frac_z,kpath_real_distance","(7, 23, 26)",3,-0.23402165921317603
end_nearest_dist + max_Z4 + start_nearest_dist,"end_nearest_dist,max_Z4,start_nearest_dist","(15, 36, 59)",3,-0.23403370723547448
end_nearest_dist + max_Z + start_nearest_dist,"end_nearest_dist,max_Z,start_nearest_dist","(15, 35, 59)",3,-0.23403370723547448
kstart_frac_x + mid_adf_max + start_nearest_dist,"kstart_frac_x,mid_adf_max,start_nearest_dist","(29, 39, 59)",3,-0.23411307893935582
kpath_real_distance + kstart_degeneracy + kstart_frac_y,"kpath_real_distance,kstart_degeneracy,kstart_frac_y","(26, 28, 30)",3,-0.2341532210977831
kend_frac_y + kend_frac_z + mid_nearest_dist,"kend_frac_y,kend_frac_z,mid_nearest_dist","(19, 20, 46)",3,-0.23419465903474074
E_pfrac_CBM + kmid_frac_z + kstart_degeneracy,"E_pfrac_CBM,kmid_frac_z,kstart_degeneracy","(0, 23, 28)",3,-0.23424181687293405
mid_nearest_dist + mid_nearest_mass + min_mass,"mid_nearest_dist,mid_nearest_mass,min_mass","(46, 47, 48)",3,-0.23424811648514074
kstart_frac_x + mid_adf_std + start_nearest_Z,"kstart_frac_x,mid_adf_std,start_nearest_Z","(29, 43, 57)",3,-0.2342897941041456
kstart_frac_x + mid_adf_std + start_nearest_mass,"kstart_frac_x,mid_adf_std,start_nearest_mass","(29, 43, 60)",3,-0.2342897941041456
kstart_frac_x + mid_adf_std + start_nearest_Z4,"kstart_frac_x,mid_adf_std,start_nearest_Z4","(29, 43, 58)",3,-0.2342897941041456
end_nearest_dist + kvec_z + mid_adf_min,"end_nearest_dist,kvec_z,mid_adf_min","(15, 34, 41)",3,-0.23429318710179622
X_mean + min_mass + sum_Z4,"X_mean,min_mass,sum_Z4","(4, 48, 61)",3,-0.23429752369971135
kend_frac_y + kpath_real_distance + kpath_total_weight,"kend_frac_y,kpath_real_distance,kpath_total_weight","(19, 26, 27)",3,-0.2343009390777314
kend_frac_y + radius_mean + start_nearest_Z,"kend_frac_y,radius_mean,start_nearest_Z","(19, 51, 57)",3,-0.23430661532415425
kend_frac_y + radius_mean + start_nearest_mass,"kend_frac_y,radius_mean,start_nearest_mass","(19, 51, 60)",3,-0.23430661532415425
kend_frac_y + radius_mean + start_nearest_Z4,"kend_frac_y,radius_mean,start_nearest_Z4","(19, 51, 58)",3,-0.23430661532415425
X_diff + kend_frac_x + kpath_angle_deg,"X_diff,kend_frac_x,kpath_angle_deg","(3, 18, 24)",3,-0.23436034071112172
end_adf_min + kend_frac_z + kstart_frac_y,"end_adf_min,kend_frac_z,kstart_frac_y","(10, 20, 30)",3,-0.2343915410360516
end_adf_min + n_elements + radius_mean,"end_adf_min,n_elements,radius_mean","(10, 49, 51)",3,-0.23439902123193726
ehull + kstart_frac_x + start_nearest_mass,"ehull,kstart_frac_x,start_nearest_mass","(7, 29, 60)",3,-0.2344041749487944
ehull + kstart_frac_x + start_nearest_Z4,"ehull,kstart_frac_x,start_nearest_Z4","(7, 29, 58)",3,-0.2344041749487944
ehull + kstart_frac_x + start_nearest_Z,"ehull,kstart_frac_x,start_nearest_Z","(7, 29, 57)",3,-0.2344041749487944
kend_frac_y + max_Z4 + min_mass,"kend_frac_y,max_Z4,min_mass","(19, 36, 48)",3,-0.2344050697875927
kend_frac_y + max_Z + min_mass,"kend_frac_y,max_Z,min_mass","(19, 35, 48)",3,-0.2344050697875927
end_adf_min + kend_degeneracy + kmid_frac_y,"end_adf_min,kend_degeneracy,kmid_frac_y","(10, 17, 22)",3,-0.23444935277393028
kvec_y + mean_Z + n_elements,"kvec_y,mean_Z,n_elements","(33, 38, 49)",3,-0.23447390015854905
kpath_real_distance + kstart_degeneracy + radius_diff,"kpath_real_distance,kstart_degeneracy,radius_diff","(26, 28, 50)",3,-0.2344889348633979
end_nearest_dist + kmid_frac_x + kstart_frac_x,"end_nearest_dist,kmid_frac_x,kstart_frac_x","(15, 21, 29)",3,-0.23452612432968395
kpath_total_weight + mean_Z + mid_nearest_dist,"kpath_total_weight,mean_Z,mid_nearest_dist","(27, 38, 46)",3,-0.23455891554801425
kstart_frac_x + kvec_x + max_mass,"kstart_frac_x,kvec_x,max_mass","(29, 32, 37)",3,-0.23458495968850043
end_nearest_dist + kend_frac_x + max_Z,"end_nearest_dist,kend_frac_x,max_Z","(15, 18, 35)",3,-0.23461131125265605
end_nearest_dist + kend_frac_x + max_Z4,"end_nearest_dist,kend_frac_x,max_Z4","(15, 18, 36)",3,-0.23461131125265605
X_mean + kpath_total_weight + max_mass,"X_mean,kpath_total_weight,max_mass","(4, 27, 37)",3,-0.2346199875719134
mid_adf_min + n_elements + start_nearest_Z4,"mid_adf_min,n_elements,start_nearest_Z4","(41, 49, 58)",3,-0.23462175648178102
mid_adf_min + n_elements + start_nearest_Z,"mid_adf_min,n_elements,start_nearest_Z","(41, 49, 57)",3,-0.23462175648178102
mid_adf_min + n_elements + start_nearest_mass,"mid_adf_min,n_elements,start_nearest_mass","(41, 49, 60)",3,-0.23462175648178102
E_pfrac_CBM + X_diff + mid_nearest_dist,"E_pfrac_CBM,X_diff,mid_nearest_dist","(0, 3, 46)",3,-0.23463702143503204
kpath_interior_degeneracy + radius_diff + sum_Z4,"kpath_interior_degeneracy,radius_diff,sum_Z4","(25, 50, 61)",3,-0.23463975387154648
E_pfrac_CBM + bandgap + end_adf_min,"E_pfrac_CBM,bandgap,end_adf_min","(0, 6, 10)",3,-0.2346565256106472
kend_degeneracy + kmid_frac_z + mean_Z,"kend_degeneracy,kmid_frac_z,mean_Z","(17, 23, 38)",3,-0.23469110255429224
kpath_interior_degeneracy + max_Z + max_Z4,"kpath_interior_degeneracy,max_Z,max_Z4","(25, 35, 36)",3,-0.23469958860959522
X_mean + kmid_frac_x + mid_adf_std,"X_mean,kmid_frac_x,mid_adf_std","(4, 21, 43)",3,-0.2347234703228434
kend_frac_y + kvec_x + radius_diff,"kend_frac_y,kvec_x,radius_diff","(19, 32, 50)",3,-0.23472562393287205
end_nearest_dist + kend_frac_x + max_mass,"end_nearest_dist,kend_frac_x,max_mass","(15, 18, 37)",3,-0.2347619318362928
kpath_total_weight + radius_diff + start_nearest_dist,"kpath_total_weight,radius_diff,start_nearest_dist","(27, 50, 59)",3,-0.23476407106664085
kmid_frac_x + start_nearest_Z + sum_Z4,"kmid_frac_x,start_nearest_Z,sum_Z4","(21, 57, 61)",3,-0.23476781457100243
kmid_frac_x + start_nearest_mass + sum_Z4,"kmid_frac_x,start_nearest_mass,sum_Z4","(21, 60, 61)",3,-0.23476781457100243
kmid_frac_x + start_nearest_Z4 + sum_Z4,"kmid_frac_x,start_nearest_Z4,sum_Z4","(21, 58, 61)",3,-0.23476781457100243
kmid_frac_y + kpath_interior_degeneracy + max_mass,"kmid_frac_y,kpath_interior_degeneracy,max_mass","(22, 25, 37)",3,-0.23478042309698127
X_diff + kend_frac_z + kstart_frac_z,"X_diff,kend_frac_z,kstart_frac_z","(3, 20, 31)",3,-0.23478556534760417
kmid_frac_x + mid_nearest_Z4 + radius_mean,"kmid_frac_x,mid_nearest_Z4,radius_mean","(21, 45, 51)",3,-0.23483383294144683
kmid_frac_x + mid_nearest_mass + radius_mean,"kmid_frac_x,mid_nearest_mass,radius_mean","(21, 47, 51)",3,-0.23483383294144683
kmid_frac_x + mid_nearest_Z + radius_mean,"kmid_frac_x,mid_nearest_Z,radius_mean","(21, 44, 51)",3,-0.23483383294144683
end_adf_min + radius_mean + start_adf_n_triplets,"end_adf_min,radius_mean,start_adf_n_triplets","(10, 51, 55)",3,-0.23485632479069157
band_binary + mid_nearest_dist + radius_diff,"band_binary,mid_nearest_dist,radius_diff","(5, 46, 50)",3,-0.23486916123918639
kmid_frac_y + kstart_frac_x + max_mass,"kmid_frac_y,kstart_frac_x,max_mass","(22, 29, 37)",3,-0.2348794408402716
ehull + n_elements + start_nearest_dist,"ehull,n_elements,start_nearest_dist","(7, 49, 59)",3,-0.23488163032429082
bandgap + mean_Z + min_mass,"bandgap,mean_Z,min_mass","(6, 38, 48)",3,-0.23496111604545425
end_nearest_dist + kpath_real_distance + mid_adf_min,"end_nearest_dist,kpath_real_distance,mid_adf_min","(15, 26, 41)",3,-0.23499037923263888
E_pfrac_CBM + kpath_total_weight + kstart_frac_x,"E_pfrac_CBM,kpath_total_weight,kstart_frac_x","(0, 27, 29)",3,-0.234994205979787
kend_frac_z + kstart_frac_y + radius_diff,"kend_frac_z,kstart_frac_y,radius_diff","(20, 30, 50)",3,-0.235037729427728
kmid_frac_z + kstart_frac_y + radius_diff,"kmid_frac_z,kstart_frac_y,radius_diff","(23, 30, 50)",3,-0.23505206001029638
ehull + end_adf_n_triplets + kstart_degeneracy,"ehull,end_adf_n_triplets,kstart_degeneracy","(7, 11, 28)",3,-0.23505295186440867
kpath_interior_degeneracy + kstart_frac_z + start_nearest_dist,"kpath_interior_degeneracy,kstart_frac_z,start_nearest_dist","(25, 31, 59)",3,-0.23505988029232658
mean_Z + mid_nearest_Z + start_adf_min,"mean_Z,mid_nearest_Z,start_adf_min","(38, 44, 54)",3,-0.23508521741450913
mean_Z + mid_nearest_Z4 + start_adf_min,"mean_Z,mid_nearest_Z4,start_adf_min","(38, 45, 54)",3,-0.23508521741450913
mean_Z + mid_nearest_mass + start_adf_min,"mean_Z,mid_nearest_mass,start_adf_min","(38, 47, 54)",3,-0.23508521741450913
kstart_frac_x + kstart_frac_z + kvec_x,"kstart_frac_x,kstart_frac_z,kvec_x","(29, 31, 32)",3,-0.2351052362757695
kend_frac_x + kvec_z + start_nearest_dist,"kend_frac_x,kvec_z,start_nearest_dist","(18, 34, 59)",3,-0.23517682557969852
kmid_frac_x + kmid_frac_y + max_mass,"kmid_frac_x,kmid_frac_y,max_mass","(21, 22, 37)",3,-0.2352004370808352
X_diff + max_Z + radius_diff,"X_diff,max_Z,radius_diff","(3, 35, 50)",3,-0.23528284133764327
X_diff + max_Z4 + radius_diff,"X_diff,max_Z4,radius_diff","(3, 36, 50)",3,-0.23528284133764327
mid_adf_min + min_mass + start_nearest_Z,"mid_adf_min,min_mass,start_nearest_Z","(41, 48, 57)",3,-0.23528418510623444
mid_adf_min + min_mass + start_nearest_mass,"mid_adf_min,min_mass,start_nearest_mass","(41, 48, 60)",3,-0.23528418510623444
mid_adf_min + min_mass + start_nearest_Z4,"mid_adf_min,min_mass,start_nearest_Z4","(41, 48, 58)",3,-0.23528418510623444
kend_frac_y + kpath_total_weight + max_Z,"kend_frac_y,kpath_total_weight,max_Z","(19, 27, 35)",3,-0.23528830747560897
kend_frac_y + kpath_total_weight + max_Z4,"kend_frac_y,kpath_total_weight,max_Z4","(19, 27, 36)",3,-0.23528830747560897
kvec_x + mid_nearest_mass + min_mass,"kvec_x,mid_nearest_mass,min_mass","(32, 47, 48)",3,-0.23529934435449856
kvec_x + mid_nearest_Z + min_mass,"kvec_x,mid_nearest_Z,min_mass","(32, 44, 48)",3,-0.23529934435449856
kvec_x + mid_nearest_Z4 + min_mass,"kvec_x,mid_nearest_Z4,min_mass","(32, 45, 48)",3,-0.23529934435449856
end_adf_min + kvec_y + start_adf_n_triplets,"end_adf_min,kvec_y,start_adf_n_triplets","(10, 33, 55)",3,-0.23529945698768073
end_adf_min + kvec_y + mid_adf_n_triplets,"end_adf_min,kvec_y,mid_adf_n_triplets","(10, 33, 42)",3,-0.23529945698768073
X_mean + kend_frac_y + kvec_z,"X_mean,kend_frac_y,kvec_z","(4, 19, 34)",3,-0.23533212966754133
kmid_frac_y + mid_nearest_Z + sum_Z4,"kmid_frac_y,mid_nearest_Z,sum_Z4","(22, 44, 61)",3,-0.2353498330081126
kmid_frac_y + mid_nearest_mass + sum_Z4,"kmid_frac_y,mid_nearest_mass,sum_Z4","(22, 47, 61)",3,-0.2353498330081126
kmid_frac_y + mid_nearest_Z4 + sum_Z4,"kmid_frac_y,mid_nearest_Z4,sum_Z4","(22, 45, 61)",3,-0.2353498330081126
end_nearest_mass + kstart_frac_z + max_mass,"end_nearest_mass,kstart_frac_z,max_mass","(16, 31, 37)",3,-0.23535132343060966
end_nearest_Z4 + kstart_frac_z + max_mass,"end_nearest_Z4,kstart_frac_z,max_mass","(14, 31, 37)",3,-0.23535132343060966
end_nearest_Z + kstart_frac_z + max_mass,"end_nearest_Z,kstart_frac_z,max_mass","(13, 31, 37)",3,-0.23535132343060966
end_nearest_Z + kmid_frac_y + max_Z4,"end_nearest_Z,kmid_frac_y,max_Z4","(13, 22, 36)",3,-0.23538428520437696
end_nearest_Z + kmid_frac_y + max_Z,"end_nearest_Z,kmid_frac_y,max_Z","(13, 22, 35)",3,-0.23538428520437696
end_nearest_Z4 + kmid_frac_y + max_Z,"end_nearest_Z4,kmid_frac_y,max_Z","(14, 22, 35)",3,-0.23538428520437696
end_nearest_Z4 + kmid_frac_y + max_Z4,"end_nearest_Z4,kmid_frac_y,max_Z4","(14, 22, 36)",3,-0.23538428520437696
end_nearest_mass + kmid_frac_y + max_Z4,"end_nearest_mass,kmid_frac_y,max_Z4","(16, 22, 36)",3,-0.23538428520437696
end_nearest_mass + kmid_frac_y + max_Z,"end_nearest_mass,kmid_frac_y,max_Z","(16, 22, 35)",3,-0.23538428520437696
kmid_frac_y + kpath_interior_degeneracy + radius_diff,"kmid_frac_y,kpath_interior_degeneracy,radius_diff","(22, 25, 50)",3,-0.23538511151845606
kend_frac_y + kmid_frac_y + mean_Z,"kend_frac_y,kmid_frac_y,mean_Z","(19, 22, 38)",3,-0.2353968547924862
ehull + kstart_degeneracy + max_Z4,"ehull,kstart_degeneracy,max_Z4","(7, 28, 36)",3,-0.23552163422581565
ehull + kstart_degeneracy + max_Z,"ehull,kstart_degeneracy,max_Z","(7, 28, 35)",3,-0.23552163422581565
kvec_y + kvec_z + mid_nearest_Z4,"kvec_y,kvec_z,mid_nearest_Z4","(33, 34, 45)",3,-0.23552361779830372
kvec_y + kvec_z + mid_nearest_mass,"kvec_y,kvec_z,mid_nearest_mass","(33, 34, 47)",3,-0.23552361779830372
kvec_y + kvec_z + mid_nearest_Z,"kvec_y,kvec_z,mid_nearest_Z","(33, 34, 44)",3,-0.23552361779830372
X_diff + kend_frac_z + radius_diff,"X_diff,kend_frac_z,radius_diff","(3, 20, 50)",3,-0.2355450573825845
end_nearest_Z + kpath_real_distance + max_Z4,"end_nearest_Z,kpath_real_distance,max_Z4","(13, 26, 36)",3,-0.23556368723806304
end_nearest_mass + kpath_real_distance + max_Z4,"end_nearest_mass,kpath_real_distance,max_Z4","(16, 26, 36)",3,-0.23556368723806304
end_nearest_Z + kpath_real_distance + max_Z,"end_nearest_Z,kpath_real_distance,max_Z","(13, 26, 35)",3,-0.23556368723806304
end_nearest_Z4 + kpath_real_distance + max_Z4,"end_nearest_Z4,kpath_real_distance,max_Z4","(14, 26, 36)",3,-0.23556368723806304
end_nearest_Z4 + kpath_real_distance + max_Z,"end_nearest_Z4,kpath_real_distance,max_Z","(14, 26, 35)",3,-0.23556368723806304
end_nearest_mass + kpath_real_distance + max_Z,"end_nearest_mass,kpath_real_distance,max_Z","(16, 26, 35)",3,-0.23556368723806304
kstart_frac_x + mid_adf_min + mid_nearest_dist,"kstart_frac_x,mid_adf_min,mid_nearest_dist","(29, 41, 46)",3,-0.23564653112939532
E_pfrac_CBM + end_adf_n_triplets + kstart_frac_y,"E_pfrac_CBM,end_adf_n_triplets,kstart_frac_y","(0, 11, 30)",3,-0.23566421352238826
kpath_real_distance + max_Z4 + mean_Z,"kpath_real_distance,max_Z4,mean_Z","(26, 36, 38)",3,-0.23570719895666273
kpath_real_distance + max_Z + mean_Z,"kpath_real_distance,max_Z,mean_Z","(26, 35, 38)",3,-0.23570719895666273
max_Z4 + mean_Z + sum_Z4,"max_Z4,mean_Z,sum_Z4","(36, 38, 61)",3,-0.23570914374918575
max_Z + mean_Z + sum_Z4,"max_Z,mean_Z,sum_Z4","(35, 38, 61)",3,-0.23570914374918575
end_adf_mean + kvec_y + n_elements,"end_adf_mean,kvec_y,n_elements","(9, 33, 49)",3,-0.23578945742653104
ehull + end_nearest_Z4 + kstart_frac_y,"ehull,end_nearest_Z4,kstart_frac_y","(7, 14, 30)",3,-0.23579471424258944
ehull + end_nearest_Z + kstart_frac_y,"ehull,end_nearest_Z,kstart_frac_y","(7, 13, 30)",3,-0.23579471424258944
ehull + end_nearest_mass + kstart_frac_y,"ehull,end_nearest_mass,kstart_frac_y","(7, 16, 30)",3,-0.23579471424258944
bandgap + kstart_frac_z + max_mass,"bandgap,kstart_frac_z,max_mass","(6, 31, 37)",3,-0.23583431952057396
kend_frac_y + kstart_frac_x + radius_diff,"kend_frac_y,kstart_frac_x,radius_diff","(19, 29, 50)",3,-0.23584334482007724
end_nearest_Z4 + mid_nearest_dist + start_nearest_Z,"end_nearest_Z4,mid_nearest_dist,start_nearest_Z","(14, 46, 57)",3,-0.23585705201005372
end_nearest_Z + mid_nearest_dist + start_nearest_Z4,"end_nearest_Z,mid_nearest_dist,start_nearest_Z4","(13, 46, 58)",3,-0.23585705201005372
end_nearest_Z + mid_nearest_dist + start_nearest_Z,"end_nearest_Z,mid_nearest_dist,start_nearest_Z","(13, 46, 57)",3,-0.23585705201005372
end_nearest_Z4 + mid_nearest_dist + start_nearest_Z4,"end_nearest_Z4,mid_nearest_dist,start_nearest_Z4","(14, 46, 58)",3,-0.23585705201005372
end_nearest_Z + mid_nearest_dist + start_nearest_mass,"end_nearest_Z,mid_nearest_dist,start_nearest_mass","(13, 46, 60)",3,-0.23585705201005372
end_nearest_Z4 + mid_nearest_dist + start_nearest_mass,"end_nearest_Z4,mid_nearest_dist,start_nearest_mass","(14, 46, 60)",3,-0.23585705201005372
end_nearest_mass + mid_nearest_dist + start_nearest_Z,"end_nearest_mass,mid_nearest_dist,start_nearest_Z","(16, 46, 57)",3,-0.23585705201005372
end_nearest_mass + mid_nearest_dist + start_nearest_mass,"end_nearest_mass,mid_nearest_dist,start_nearest_mass","(16, 46, 60)",3,-0.23585705201005372
end_nearest_mass + mid_nearest_dist + start_nearest_Z4,"end_nearest_mass,mid_nearest_dist,start_nearest_Z4","(16, 46, 58)",3,-0.23585705201005372
kstart_frac_x + mid_nearest_mass + radius_diff,"kstart_frac_x,mid_nearest_mass,radius_diff","(29, 47, 50)",3,-0.23588379357803468
kstart_frac_x + mid_nearest_Z4 + radius_diff,"kstart_frac_x,mid_nearest_Z4,radius_diff","(29, 45, 50)",3,-0.23588379357803468
kstart_frac_x + mid_nearest_Z + radius_diff,"kstart_frac_x,mid_nearest_Z,radius_diff","(29, 44, 50)",3,-0.23588379357803468
end_nearest_mass + kvec_y + mid_nearest_mass,"end_nearest_mass,kvec_y,mid_nearest_mass","(16, 33, 47)",3,-0.23591573493591206
end_nearest_mass + kvec_y + mid_nearest_Z4,"end_nearest_mass,kvec_y,mid_nearest_Z4","(16, 33, 45)",3,-0.23591573493591206
end_nearest_Z + kvec_y + mid_nearest_Z4,"end_nearest_Z,kvec_y,mid_nearest_Z4","(13, 33, 45)",3,-0.23591573493591206
end_nearest_Z + kvec_y + mid_nearest_mass,"end_nearest_Z,kvec_y,mid_nearest_mass","(13, 33, 47)",3,-0.23591573493591206
end_nearest_Z4 + kvec_y + mid_nearest_mass,"end_nearest_Z4,kvec_y,mid_nearest_mass","(14, 33, 47)",3,-0.23591573493591206
end_nearest_Z4 + kvec_y + mid_nearest_Z4,"end_nearest_Z4,kvec_y,mid_nearest_Z4","(14, 33, 45)",3,-0.23591573493591206
end_nearest_Z4 + kvec_y + mid_nearest_Z,"end_nearest_Z4,kvec_y,mid_nearest_Z","(14, 33, 44)",3,-0.23591573493591206
end_nearest_mass + kvec_y + mid_nearest_Z,"end_nearest_mass,kvec_y,mid_nearest_Z","(16, 33, 44)",3,-0.23591573493591206
end_nearest_Z + kvec_y + mid_nearest_Z,"end_nearest_Z,kvec_y,mid_nearest_Z","(13, 33, 44)",3,-0.23591573493591206
kend_frac_z + max_Z + start_nearest_dist,"kend_frac_z,max_Z,start_nearest_dist","(20, 35, 59)",3,-0.23591794996694376
kend_frac_z + max_Z4 + start_nearest_dist,"kend_frac_z,max_Z4,start_nearest_dist","(20, 36, 59)",3,-0.23591794996694376
end_adf_min + kstart_frac_z + radius_diff,"end_adf_min,kstart_frac_z,radius_diff","(10, 31, 50)",3,-0.23596662776084157
X_diff + mid_adf_mean + min_mass,"X_diff,mid_adf_mean,min_mass","(3, 40, 48)",3,-0.23606585008602377
kpath_angle_deg + kstart_frac_x + mid_nearest_dist,"kpath_angle_deg,kstart_frac_x,mid_nearest_dist","(24, 29, 46)",3,-0.23608616518077166
kmid_frac_y + kpath_real_distance + n_elements,"kmid_frac_y,kpath_real_distance,n_elements","(22, 26, 49)",3,-0.23608669506777963
