features,feat_list,indices,n_feat,cv5_r2
end_nearest_Z + kvec_x,"end_nearest_Z,kvec_x","(13, 32)",2,-0.13523801919258524
kstart_frac_y + n_elements,"kstart_frac_y,n_elements","(30, 49)",2,-0.13529597718552727
kend_frac_y + kpath_real_distance,"kend_frac_y,kpath_real_distance","(19, 26)",2,-0.13670589606027372
kmid_frac_y + kstart_frac_x,"kmid_frac_y,kstart_frac_x","(22, 29)",2,-0.13713676830268848
kvec_z + mid_adf_min,"kvec_z,mid_adf_min","(34, 41)",2,-0.1372866931463994
kstart_frac_x + kstart_frac_z,"kstart_frac_x,kstart_frac_z","(29, 31)",2,-0.13739790366245624
end_adf_n_triplets + start_adf_mean,"end_adf_n_triplets,start_adf_mean","(11, 53)",2,-0.1376781596009827
mid_adf_n_triplets + start_adf_mean,"mid_adf_n_triplets,start_adf_mean","(42, 53)",2,-0.1376781596009827
end_adf_min + kpath_angle_deg,"end_adf_min,kpath_angle_deg","(10, 24)",2,-0.13830668467972868
E_pfrac_VBM + start_adf_std,"E_pfrac_VBM,start_adf_std","(1, 56)",2,-0.13862216962833251
end_nearest_Z + kmid_frac_x,"end_nearest_Z,kmid_frac_x","(13, 21)",2,-0.1387553930546686
end_nearest_mass + kmid_frac_x,"end_nearest_mass,kmid_frac_x","(16, 21)",2,-0.1387553930546686
end_nearest_Z4 + kmid_frac_x,"end_nearest_Z4,kmid_frac_x","(14, 21)",2,-0.1387553930546686
E_pfrac_VBM + min_mass,"E_pfrac_VBM,min_mass","(1, 48)",2,-0.13875713509624707
band_binary + end_adf_min,"band_binary,end_adf_min","(5, 10)",2,-0.1389023536622914
kend_frac_x + min_mass,"kend_frac_x,min_mass","(18, 48)",2,-0.13905031930269512
end_nearest_mass + kend_degeneracy,"end_nearest_mass,kend_degeneracy","(16, 17)",2,-0.13916878794370713
end_nearest_Z4 + kend_degeneracy,"end_nearest_Z4,kend_degeneracy","(14, 17)",2,-0.13916878794370713
end_nearest_Z + kend_degeneracy,"end_nearest_Z,kend_degeneracy","(13, 17)",2,-0.13916878794370713
X_mean + start_adf_min,"X_mean,start_adf_min","(4, 54)",2,-0.13954411328576916
mid_adf_mean + start_adf_min,"mid_adf_mean,start_adf_min","(40, 54)",2,-0.13997414899541888
end_adf_mean + start_adf_std,"end_adf_mean,start_adf_std","(9, 56)",2,-0.14098352773541273
end_adf_std + max_Z,"end_adf_std,max_Z","(12, 35)",2,-0.141192315250501
end_adf_std + max_Z4,"end_adf_std,max_Z4","(12, 36)",2,-0.141192315250501
ehull + end_adf_max,"ehull,end_adf_max","(7, 8)",2,-0.14154852355151457
kpath_real_distance + mid_nearest_Z4,"kpath_real_distance,mid_nearest_Z4","(26, 45)",2,-0.14179034384118577
kpath_real_distance + mid_nearest_Z,"kpath_real_distance,mid_nearest_Z","(26, 44)",2,-0.14179034384118577
kpath_real_distance + mid_nearest_mass,"kpath_real_distance,mid_nearest_mass","(26, 47)",2,-0.14179034384118577
E_pfrac_VBM + kmid_frac_y,"E_pfrac_VBM,kmid_frac_y","(1, 22)",2,-0.1418394758465817
radius_mean + start_adf_std,"radius_mean,start_adf_std","(51, 56)",2,-0.1419957877127997
kpath_angle_deg + radius_diff,"kpath_angle_deg,radius_diff","(24, 50)",2,-0.1421392393390613
end_adf_std + end_nearest_dist,"end_adf_std,end_nearest_dist","(12, 15)",2,-0.14232143123122737
end_adf_mean + radius_diff,"end_adf_mean,radius_diff","(9, 50)",2,-0.14248651702344867
E_pfrac_VBM + kpath_total_weight,"E_pfrac_VBM,kpath_total_weight","(1, 27)",2,-0.14253708704238544
end_adf_mean + start_nearest_Z,"end_adf_mean,start_nearest_Z","(9, 57)",2,-0.142951864045796
end_adf_mean + start_nearest_mass,"end_adf_mean,start_nearest_mass","(9, 60)",2,-0.142951864045796
end_adf_mean + start_nearest_Z4,"end_adf_mean,start_nearest_Z4","(9, 58)",2,-0.142951864045796
bandgap + start_adf_max,"bandgap,start_adf_max","(6, 52)",2,-0.14370479628904098
kstart_frac_x + n_elements,"kstart_frac_x,n_elements","(29, 49)",2,-0.14496948393444783
kend_frac_z + kstart_frac_x,"kend_frac_z,kstart_frac_x","(20, 29)",2,-0.14500147621874918
kstart_frac_z + min_mass,"kstart_frac_z,min_mass","(31, 48)",2,-0.14528725341304866
end_adf_min + sum_Z4,"end_adf_min,sum_Z4","(10, 61)",2,-0.14543465350505108
end_adf_std + radius_mean,"end_adf_std,radius_mean","(12, 51)",2,-0.14566892814830668
kmid_frac_z + kstart_frac_x,"kmid_frac_z,kstart_frac_x","(23, 29)",2,-0.14594679184468484
kvec_z + mid_nearest_Z4,"kvec_z,mid_nearest_Z4","(34, 45)",2,-0.14700698757565758
kvec_z + mid_nearest_mass,"kvec_z,mid_nearest_mass","(34, 47)",2,-0.14700698757565758
kvec_z + mid_nearest_Z,"kvec_z,mid_nearest_Z","(34, 44)",2,-0.14700698757565758
kstart_frac_x + kstart_frac_y,"kstart_frac_x,kstart_frac_y","(29, 30)",2,-0.14732706912502502
end_nearest_dist + mid_nearest_Z,"end_nearest_dist,mid_nearest_Z","(15, 44)",2,-0.14736739927882755
end_nearest_dist + mid_nearest_mass,"end_nearest_dist,mid_nearest_mass","(15, 47)",2,-0.14736739927882755
end_nearest_dist + mid_nearest_Z4,"end_nearest_dist,mid_nearest_Z4","(15, 45)",2,-0.14736739927882755
end_adf_min + kvec_z,"end_adf_min,kvec_z","(10, 34)",2,-0.14753815118897579
end_adf_std + kvec_y,"end_adf_std,kvec_y","(12, 33)",2,-0.14776094574256532
kpath_real_distance + mid_adf_mean,"kpath_real_distance,mid_adf_mean","(26, 40)",2,-0.14856808411597172
end_nearest_mass + start_adf_min,"end_nearest_mass,start_adf_min","(16, 54)",2,-0.14861846943887977
end_nearest_Z4 + start_adf_min,"end_nearest_Z4,start_adf_min","(14, 54)",2,-0.14861846943887977
end_nearest_Z + start_adf_min,"end_nearest_Z,start_adf_min","(13, 54)",2,-0.14861846943887977
kpath_angle_deg + start_nearest_Z,"kpath_angle_deg,start_nearest_Z","(24, 57)",2,-0.14906488165356016
kpath_angle_deg + start_nearest_mass,"kpath_angle_deg,start_nearest_mass","(24, 60)",2,-0.14906488165356016
kpath_angle_deg + start_nearest_Z4,"kpath_angle_deg,start_nearest_Z4","(24, 58)",2,-0.14906488165356016
kstart_degeneracy + kstart_frac_x,"kstart_degeneracy,kstart_frac_x","(28, 29)",2,-0.14948525734933646
end_adf_std + start_nearest_Z,"end_adf_std,start_nearest_Z","(12, 57)",2,-0.15025116640942066
end_adf_std + start_nearest_Z4,"end_adf_std,start_nearest_Z4","(12, 58)",2,-0.15025116640942066
end_adf_std + start_nearest_mass,"end_adf_std,start_nearest_mass","(12, 60)",2,-0.15025116640942066
end_adf_std + max_mass,"end_adf_std,max_mass","(12, 37)",2,-0.15041952306641135
E_pfrac_CBM + kpath_real_distance,"E_pfrac_CBM,kpath_real_distance","(0, 26)",2,-0.1506061115847162
kend_frac_z + min_mass,"kend_frac_z,min_mass","(20, 48)",2,-0.15106587179562828
kmid_frac_x + mid_nearest_mass,"kmid_frac_x,mid_nearest_mass","(21, 47)",2,-0.1510888750446369
kmid_frac_x + mid_nearest_Z,"kmid_frac_x,mid_nearest_Z","(21, 44)",2,-0.1510888750446369
kmid_frac_x + mid_nearest_Z4,"kmid_frac_x,mid_nearest_Z4","(21, 45)",2,-0.1510888750446369
X_diff + end_adf_std,"X_diff,end_adf_std","(3, 12)",2,-0.15114327314511888
kstart_frac_y + min_mass,"kstart_frac_y,min_mass","(30, 48)",2,-0.1511904039775542
radius_diff + start_adf_min,"radius_diff,start_adf_min","(50, 54)",2,-0.1514746481790166
E_pfrac_CBM + mean_Z,"E_pfrac_CBM,mean_Z","(0, 38)",2,-0.15196865002273455
kmid_frac_z + min_mass,"kmid_frac_z,min_mass","(23, 48)",2,-0.15197894626474073
kpath_angle_deg + sum_Z4,"kpath_angle_deg,sum_Z4","(24, 61)",2,-0.1521274729159726
max_mass + radius_diff,"max_mass,radius_diff","(37, 50)",2,-0.15226927434009604
end_nearest_mass + mid_nearest_Z,"end_nearest_mass,mid_nearest_Z","(16, 44)",2,-0.15251581103837963
end_nearest_Z + mid_nearest_mass,"end_nearest_Z,mid_nearest_mass","(13, 47)",2,-0.15251581103837963
end_nearest_mass + mid_nearest_Z4,"end_nearest_mass,mid_nearest_Z4","(16, 45)",2,-0.15251581103837963
end_nearest_mass + mid_nearest_mass,"end_nearest_mass,mid_nearest_mass","(16, 47)",2,-0.15251581103837963
end_nearest_Z + mid_nearest_Z,"end_nearest_Z,mid_nearest_Z","(13, 44)",2,-0.15251581103837963
end_nearest_Z4 + mid_nearest_Z,"end_nearest_Z4,mid_nearest_Z","(14, 44)",2,-0.15251581103837963
end_nearest_Z4 + mid_nearest_mass,"end_nearest_Z4,mid_nearest_mass","(14, 47)",2,-0.15251581103837963
end_nearest_Z + mid_nearest_Z4,"end_nearest_Z,mid_nearest_Z4","(13, 45)",2,-0.15251581103837963
end_nearest_Z4 + mid_nearest_Z4,"end_nearest_Z4,mid_nearest_Z4","(14, 45)",2,-0.15251581103837963
mid_adf_mean + mid_nearest_dist,"mid_adf_mean,mid_nearest_dist","(40, 46)",2,-0.15296844482109825
E_pfrac_VBM + bandgap,"E_pfrac_VBM,bandgap","(1, 6)",2,-0.15314237217839302
kmid_frac_x + sum_Z4,"kmid_frac_x,sum_Z4","(21, 61)",2,-0.1534862186469677
kstart_frac_x + min_mass,"kstart_frac_x,min_mass","(29, 48)",2,-0.15364700274618764
end_nearest_dist + kvec_z,"end_nearest_dist,kvec_z","(15, 34)",2,-0.1539247354496322
end_adf_min + end_adf_std,"end_adf_min,end_adf_std","(10, 12)",2,-0.15406859060130157
kend_frac_y + kvec_x,"kend_frac_y,kvec_x","(19, 32)",2,-0.15443477096161756
kstart_degeneracy + min_mass,"kstart_degeneracy,min_mass","(28, 48)",2,-0.15456647073189292
mid_adf_max + radius_mean,"mid_adf_max,radius_mean","(39, 51)",2,-0.15470122585880106
mean_Z + start_adf_min,"mean_Z,start_adf_min","(38, 54)",2,-0.15474485727166737
kvec_x + kvec_z,"kvec_x,kvec_z","(32, 34)",2,-0.15507531086999288
kend_degeneracy + sum_Z4,"kend_degeneracy,sum_Z4","(17, 61)",2,-0.15560024206633877
kend_degeneracy + kvec_x,"kend_degeneracy,kvec_x","(17, 32)",2,-0.1558455922120299
kend_frac_x + kpath_real_distance,"kend_frac_x,kpath_real_distance","(18, 26)",2,-0.15596006933894987
max_mass + mid_nearest_mass,"max_mass,mid_nearest_mass","(37, 47)",2,-0.15664788919682743
max_mass + mid_nearest_Z4,"max_mass,mid_nearest_Z4","(37, 45)",2,-0.15664788919682743
max_mass + mid_nearest_Z,"max_mass,mid_nearest_Z","(37, 44)",2,-0.15664788919682743
kmid_frac_y + mid_nearest_Z,"kmid_frac_y,mid_nearest_Z","(22, 44)",2,-0.15780981847938724
kmid_frac_y + mid_nearest_mass,"kmid_frac_y,mid_nearest_mass","(22, 47)",2,-0.15780981847938724
kmid_frac_y + mid_nearest_Z4,"kmid_frac_y,mid_nearest_Z4","(22, 45)",2,-0.15780981847938724
end_adf_mean + radius_mean,"end_adf_mean,radius_mean","(9, 51)",2,-0.15854760607799961
mid_nearest_mass + start_nearest_Z4,"mid_nearest_mass,start_nearest_Z4","(47, 58)",2,-0.15884672584259377
mid_nearest_mass + start_nearest_Z,"mid_nearest_mass,start_nearest_Z","(47, 57)",2,-0.15884672584259377
mid_nearest_mass + start_nearest_mass,"mid_nearest_mass,start_nearest_mass","(47, 60)",2,-0.15884672584259377
mid_nearest_Z4 + start_nearest_Z,"mid_nearest_Z4,start_nearest_Z","(45, 57)",2,-0.15884672584259377
mid_nearest_Z + start_nearest_Z,"mid_nearest_Z,start_nearest_Z","(44, 57)",2,-0.15884672584259377
mid_nearest_Z + start_nearest_mass,"mid_nearest_Z,start_nearest_mass","(44, 60)",2,-0.15884672584259377
mid_nearest_Z + start_nearest_Z4,"mid_nearest_Z,start_nearest_Z4","(44, 58)",2,-0.15884672584259377
mid_nearest_Z4 + start_nearest_Z4,"mid_nearest_Z4,start_nearest_Z4","(45, 58)",2,-0.15884672584259377
mid_nearest_Z4 + start_nearest_mass,"mid_nearest_Z4,start_nearest_mass","(45, 60)",2,-0.15884672584259377
mid_adf_max + start_nearest_Z4,"mid_adf_max,start_nearest_Z4","(39, 58)",2,-0.15926767027413233
mid_adf_max + start_nearest_mass,"mid_adf_max,start_nearest_mass","(39, 60)",2,-0.15926767027413233
mid_adf_max + start_nearest_Z,"mid_adf_max,start_nearest_Z","(39, 57)",2,-0.15926767027413233
kmid_frac_y + min_mass,"kmid_frac_y,min_mass","(22, 48)",2,-0.15968121615755143
max_Z + mid_nearest_Z,"max_Z,mid_nearest_Z","(35, 44)",2,-0.15975490782227703
max_Z4 + mid_nearest_Z,"max_Z4,mid_nearest_Z","(36, 44)",2,-0.15975490782227703
max_Z4 + mid_nearest_mass,"max_Z4,mid_nearest_mass","(36, 47)",2,-0.15975490782227703
max_Z + mid_nearest_mass,"max_Z,mid_nearest_mass","(35, 47)",2,-0.15975490782227703
max_Z + mid_nearest_Z4,"max_Z,mid_nearest_Z4","(35, 45)",2,-0.15975490782227703
max_Z4 + mid_nearest_Z4,"max_Z4,mid_nearest_Z4","(36, 45)",2,-0.15975490782227703
kend_frac_x + sum_Z4,"kend_frac_x,sum_Z4","(18, 61)",2,-0.15980471762563128
kend_frac_x + max_mass,"kend_frac_x,max_mass","(18, 37)",2,-0.1599826130253473
max_mass + mid_adf_min,"max_mass,mid_adf_min","(37, 41)",2,-0.16014257249665378
kmid_frac_y + kvec_x,"kmid_frac_y,kvec_x","(22, 32)",2,-0.16028155045655929
mid_adf_min + mid_nearest_Z,"mid_adf_min,mid_nearest_Z","(41, 44)",2,-0.16062386000020706
mid_adf_min + mid_nearest_mass,"mid_adf_min,mid_nearest_mass","(41, 47)",2,-0.16062386000020706
mid_adf_min + mid_nearest_Z4,"mid_adf_min,mid_nearest_Z4","(41, 45)",2,-0.16062386000020706
kend_frac_x + max_Z4,"kend_frac_x,max_Z4","(18, 36)",2,-0.16066471133420912
kend_frac_x + max_Z,"kend_frac_x,max_Z","(18, 35)",2,-0.16066471133420912
end_nearest_Z + mid_adf_min,"end_nearest_Z,mid_adf_min","(13, 41)",2,-0.16089203567901814
end_nearest_Z4 + mid_adf_min,"end_nearest_Z4,mid_adf_min","(14, 41)",2,-0.16089203567901814
end_nearest_mass + mid_adf_min,"end_nearest_mass,mid_adf_min","(16, 41)",2,-0.16089203567901814
kvec_z + max_mass,"kvec_z,max_mass","(34, 37)",2,-0.16102518854684772
band_binary + sum_Z4,"band_binary,sum_Z4","(5, 61)",2,-0.16118780027788288
min_mass + n_elements,"min_mass,n_elements","(48, 49)",2,-0.16128443625777866
kpath_angle_deg + kvec_x,"kpath_angle_deg,kvec_x","(24, 32)",2,-0.16138584270870895
kvec_z + max_Z4,"kvec_z,max_Z4","(34, 36)",2,-0.1614791884944578
kvec_z + max_Z,"kvec_z,max_Z","(34, 35)",2,-0.1614791884944578
kend_frac_y + max_mass,"kend_frac_y,max_mass","(19, 37)",2,-0.16207250551922275
mid_adf_min + radius_diff,"mid_adf_min,radius_diff","(41, 50)",2,-0.1621337577044052
bandgap + end_adf_mean,"bandgap,end_adf_mean","(6, 9)",2,-0.16217753230025184
end_adf_std + radius_diff,"end_adf_std,radius_diff","(12, 50)",2,-0.16239772922883383
start_adf_mean + start_nearest_dist,"start_adf_mean,start_nearest_dist","(53, 59)",2,-0.16307398514949742
kend_frac_y + sum_Z4,"kend_frac_y,sum_Z4","(19, 61)",2,-0.163102572543237
kend_frac_y + max_Z4,"kend_frac_y,max_Z4","(19, 36)",2,-0.16327815153640912
kend_frac_y + max_Z,"kend_frac_y,max_Z","(19, 35)",2,-0.16327815153640912
end_adf_min + kmid_frac_x,"end_adf_min,kmid_frac_x","(10, 21)",2,-0.1636201382095847
end_nearest_Z + min_mass,"end_nearest_Z,min_mass","(13, 48)",2,-0.16389802313961646
end_nearest_mass + min_mass,"end_nearest_mass,min_mass","(16, 48)",2,-0.16389802313961646
end_nearest_Z4 + min_mass,"end_nearest_Z4,min_mass","(14, 48)",2,-0.16389802313961646
kstart_frac_z + sum_Z4,"kstart_frac_z,sum_Z4","(31, 61)",2,-0.16413777602377486
max_Z4 + mid_adf_min,"max_Z4,mid_adf_min","(36, 41)",2,-0.16499722694144534
max_Z + mid_adf_min,"max_Z,mid_adf_min","(35, 41)",2,-0.16499722694144534
kstart_degeneracy + sum_Z4,"kstart_degeneracy,sum_Z4","(28, 61)",2,-0.16507973570406143
E_pfrac_VBM + sum_Z4,"E_pfrac_VBM,sum_Z4","(1, 61)",2,-0.1652046111201634
X_mean + mid_adf_std,"X_mean,mid_adf_std","(4, 43)",2,-0.1656044210001606
E_pfrac_CBM + kend_degeneracy,"E_pfrac_CBM,kend_degeneracy","(0, 17)",2,-0.16572168481040458
band_binary + end_nearest_dist,"band_binary,end_nearest_dist","(5, 15)",2,-0.16592202464146158
mid_adf_min + min_mass,"mid_adf_min,min_mass","(41, 48)",2,-0.16624969080722732
kpath_interior_degeneracy + mid_nearest_Z4,"kpath_interior_degeneracy,mid_nearest_Z4","(25, 45)",2,-0.16634194977380376
kpath_interior_degeneracy + mid_nearest_mass,"kpath_interior_degeneracy,mid_nearest_mass","(25, 47)",2,-0.16634194977380376
kpath_interior_degeneracy + mid_nearest_Z,"kpath_interior_degeneracy,mid_nearest_Z","(25, 44)",2,-0.16634194977380376
E_pfrac_CBM + end_nearest_Z4,"E_pfrac_CBM,end_nearest_Z4","(0, 14)",2,-0.16635870438317774
E_pfrac_CBM + end_nearest_Z,"E_pfrac_CBM,end_nearest_Z","(0, 13)",2,-0.16635870438317774
E_pfrac_CBM + end_nearest_mass,"E_pfrac_CBM,end_nearest_mass","(0, 16)",2,-0.16635870438317774
end_nearest_mass + kmid_frac_y,"end_nearest_mass,kmid_frac_y","(16, 22)",2,-0.16637660037944102
end_nearest_Z4 + kmid_frac_y,"end_nearest_Z4,kmid_frac_y","(14, 22)",2,-0.16637660037944102
end_nearest_Z + kmid_frac_y,"end_nearest_Z,kmid_frac_y","(13, 22)",2,-0.16637660037944102
kmid_frac_y + kpath_real_distance,"kmid_frac_y,kpath_real_distance","(22, 26)",2,-0.16664647977933203
kpath_angle_deg + mean_Z,"kpath_angle_deg,mean_Z","(24, 38)",2,-0.16673326277140715
mid_adf_min + n_elements,"mid_adf_min,n_elements","(41, 49)",2,-0.16701325013872925
mid_nearest_mass + radius_diff,"mid_nearest_mass,radius_diff","(47, 50)",2,-0.1671075935639672
mid_nearest_Z + radius_diff,"mid_nearest_Z,radius_diff","(44, 50)",2,-0.1671075935639672
mid_nearest_Z4 + radius_diff,"mid_nearest_Z4,radius_diff","(45, 50)",2,-0.1671075935639672
X_diff + mid_adf_mean,"X_diff,mid_adf_mean","(3, 40)",2,-0.16759544404852605
kmid_frac_z + sum_Z4,"kmid_frac_z,sum_Z4","(23, 61)",2,-0.16801533788235293
end_nearest_mass + kstart_frac_z,"end_nearest_mass,kstart_frac_z","(16, 31)",2,-0.16806468683498857
end_nearest_Z4 + kstart_frac_z,"end_nearest_Z4,kstart_frac_z","(14, 31)",2,-0.16806468683498857
end_nearest_Z + kstart_frac_z,"end_nearest_Z,kstart_frac_z","(13, 31)",2,-0.16806468683498857
mid_nearest_Z4 + min_mass,"mid_nearest_Z4,min_mass","(45, 48)",2,-0.16814219455244367
mid_nearest_mass + min_mass,"mid_nearest_mass,min_mass","(47, 48)",2,-0.16814219455244367
mid_nearest_Z + min_mass,"mid_nearest_Z,min_mass","(44, 48)",2,-0.16814219455244367
kend_frac_z + sum_Z4,"kend_frac_z,sum_Z4","(20, 61)",2,-0.16848152402442412
kpath_interior_degeneracy + kpath_real_distance,"kpath_interior_degeneracy,kpath_real_distance","(25, 26)",2,-0.1684845207580759
X_diff + mid_adf_std,"X_diff,mid_adf_std","(3, 43)",2,-0.1684866479185675
end_nearest_Z4 + end_nearest_dist,"end_nearest_Z4,end_nearest_dist","(14, 15)",2,-0.16854935375236205
end_nearest_Z + end_nearest_dist,"end_nearest_Z,end_nearest_dist","(13, 15)",2,-0.16854935375236205
end_adf_std + start_adf_std,"end_adf_std,start_adf_std","(12, 56)",2,-0.1685525778196752
E_pfrac_CBM + n_elements,"E_pfrac_CBM,n_elements","(0, 49)",2,-0.16857145832587617
end_adf_min + kend_degeneracy,"end_adf_min,kend_degeneracy","(10, 17)",2,-0.16888044366981328
ehull + sum_Z4,"ehull,sum_Z4","(7, 61)",2,-0.16904296855260842
end_nearest_Z + kend_frac_z,"end_nearest_Z,kend_frac_z","(13, 20)",2,-0.16907334832783097
end_nearest_mass + kend_frac_z,"end_nearest_mass,kend_frac_z","(16, 20)",2,-0.16907334832783097
end_nearest_Z4 + kend_frac_z,"end_nearest_Z4,kend_frac_z","(14, 20)",2,-0.16907334832783097
kstart_frac_z + mid_nearest_Z,"kstart_frac_z,mid_nearest_Z","(31, 44)",2,-0.16913867400375815
kstart_frac_z + mid_nearest_mass,"kstart_frac_z,mid_nearest_mass","(31, 47)",2,-0.16913867400375815
kstart_frac_z + mid_nearest_Z4,"kstart_frac_z,mid_nearest_Z4","(31, 45)",2,-0.16913867400375815
start_adf_std + start_nearest_dist,"start_adf_std,start_nearest_dist","(56, 59)",2,-0.16927261736491822
kpath_total_weight + min_mass,"kpath_total_weight,min_mass","(27, 48)",2,-0.1694868819751261
kmid_frac_x + max_mass,"kmid_frac_x,max_mass","(21, 37)",2,-0.1695215825276994
E_pfrac_VBM + max_mass,"E_pfrac_VBM,max_mass","(1, 37)",2,-0.16981633294120257
end_adf_mean + mid_adf_min,"end_adf_mean,mid_adf_min","(9, 41)",2,-0.16992947554156285
kvec_x + mid_nearest_Z4,"kvec_x,mid_nearest_Z4","(32, 45)",2,-0.1706474183335512
kvec_x + mid_nearest_mass,"kvec_x,mid_nearest_mass","(32, 47)",2,-0.1706474183335512
kvec_x + mid_nearest_Z,"kvec_x,mid_nearest_Z","(32, 44)",2,-0.1706474183335512
end_nearest_Z4 + kmid_frac_z,"end_nearest_Z4,kmid_frac_z","(14, 23)",2,-0.17069134215312032
end_nearest_Z + kmid_frac_z,"end_nearest_Z,kmid_frac_z","(13, 23)",2,-0.17069134215312032
end_nearest_mass + kmid_frac_z,"end_nearest_mass,kmid_frac_z","(16, 23)",2,-0.17069134215312032
end_adf_min + kpath_real_distance,"end_adf_min,kpath_real_distance","(10, 26)",2,-0.1709897630220144
end_nearest_Z + kstart_frac_y,"end_nearest_Z,kstart_frac_y","(13, 30)",2,-0.17207117640016106
end_nearest_mass + kstart_frac_y,"end_nearest_mass,kstart_frac_y","(16, 30)",2,-0.17207117640016106
end_nearest_Z4 + kstart_frac_y,"end_nearest_Z4,kstart_frac_y","(14, 30)",2,-0.17207117640016106
E_pfrac_VBM + kend_degeneracy,"E_pfrac_VBM,kend_degeneracy","(1, 17)",2,-0.17225964764749
E_pfrac_VBM + mid_nearest_Z,"E_pfrac_VBM,mid_nearest_Z","(1, 44)",2,-0.17234982633605864
E_pfrac_VBM + mid_nearest_mass,"E_pfrac_VBM,mid_nearest_mass","(1, 47)",2,-0.17234982633605864
E_pfrac_VBM + mid_nearest_Z4,"E_pfrac_VBM,mid_nearest_Z4","(1, 45)",2,-0.17234982633605864
kend_frac_z + mid_nearest_Z,"kend_frac_z,mid_nearest_Z","(20, 44)",2,-0.17253374129266258
kend_frac_z + mid_nearest_mass,"kend_frac_z,mid_nearest_mass","(20, 47)",2,-0.17253374129266258
kend_frac_z + mid_nearest_Z4,"kend_frac_z,mid_nearest_Z4","(20, 45)",2,-0.17253374129266258
kmid_frac_x + max_Z4,"kmid_frac_x,max_Z4","(21, 36)",2,-0.17263920538961008
kmid_frac_x + max_Z,"kmid_frac_x,max_Z","(21, 35)",2,-0.17263920538961008
X_diff + kend_degeneracy,"X_diff,kend_degeneracy","(3, 17)",2,-0.17266752963479798
kend_frac_x + kvec_x,"kend_frac_x,kvec_x","(18, 32)",2,-0.1732546561727806
start_adf_min + start_nearest_Z,"start_adf_min,start_nearest_Z","(54, 57)",2,-0.17337556576799082
start_adf_min + start_nearest_mass,"start_adf_min,start_nearest_mass","(54, 60)",2,-0.17337556576799082
start_adf_min + start_nearest_Z4,"start_adf_min,start_nearest_Z4","(54, 58)",2,-0.17337556576799082
mid_nearest_Z + n_elements,"mid_nearest_Z,n_elements","(44, 49)",2,-0.17351766773894886
mid_nearest_Z4 + n_elements,"mid_nearest_Z4,n_elements","(45, 49)",2,-0.17351766773894886
mid_nearest_mass + n_elements,"mid_nearest_mass,n_elements","(47, 49)",2,-0.17351766773894886
mid_nearest_Z4 + start_adf_min,"mid_nearest_Z4,start_adf_min","(45, 54)",2,-0.17365306997971713
mid_nearest_Z + start_adf_min,"mid_nearest_Z,start_adf_min","(44, 54)",2,-0.17365306997971713
mid_nearest_mass + start_adf_min,"mid_nearest_mass,start_adf_min","(47, 54)",2,-0.17365306997971713
kstart_degeneracy + mid_nearest_Z,"kstart_degeneracy,mid_nearest_Z","(28, 44)",2,-0.17369046366176488
kstart_degeneracy + mid_nearest_Z4,"kstart_degeneracy,mid_nearest_Z4","(28, 45)",2,-0.17369046366176488
kstart_degeneracy + mid_nearest_mass,"kstart_degeneracy,mid_nearest_mass","(28, 47)",2,-0.17369046366176488
kmid_frac_z + mid_nearest_Z4,"kmid_frac_z,mid_nearest_Z4","(23, 45)",2,-0.17394386128567488
kmid_frac_z + mid_nearest_Z,"kmid_frac_z,mid_nearest_Z","(23, 44)",2,-0.17394386128567488
kmid_frac_z + mid_nearest_mass,"kmid_frac_z,mid_nearest_mass","(23, 47)",2,-0.17394386128567488
kpath_interior_degeneracy + min_mass,"kpath_interior_degeneracy,min_mass","(25, 48)",2,-0.17424682063665825
E_pfrac_VBM + max_Z4,"E_pfrac_VBM,max_Z4","(1, 36)",2,-0.1742699914424537
E_pfrac_VBM + max_Z,"E_pfrac_VBM,max_Z","(1, 35)",2,-0.1742699914424537
kend_degeneracy + mid_nearest_Z4,"kend_degeneracy,mid_nearest_Z4","(17, 45)",2,-0.1743579958556421
kend_degeneracy + mid_nearest_Z,"kend_degeneracy,mid_nearest_Z","(17, 44)",2,-0.1743579958556421
kend_degeneracy + mid_nearest_mass,"kend_degeneracy,mid_nearest_mass","(17, 47)",2,-0.1743579958556421
end_nearest_mass + kstart_degeneracy,"end_nearest_mass,kstart_degeneracy","(16, 28)",2,-0.1748746400144618
end_nearest_Z4 + kstart_degeneracy,"end_nearest_Z4,kstart_degeneracy","(14, 28)",2,-0.1748746400144618
end_nearest_Z + kstart_degeneracy,"end_nearest_Z,kstart_degeneracy","(13, 28)",2,-0.1748746400144618
end_adf_min + kend_frac_x,"end_adf_min,kend_frac_x","(10, 18)",2,-0.175046832986691
kpath_interior_degeneracy + max_mass,"kpath_interior_degeneracy,max_mass","(25, 37)",2,-0.17549720179342249
E_pfrac_CBM + kpath_total_weight,"E_pfrac_CBM,kpath_total_weight","(0, 27)",2,-0.17570280554619608
X_mean + mid_adf_mean,"X_mean,mid_adf_mean","(4, 40)",2,-0.17571358680458457
kstart_frac_y + sum_Z4,"kstart_frac_y,sum_Z4","(30, 61)",2,-0.17586783686001956
E_pfrac_relevant + kvec_y,"E_pfrac_relevant,kvec_y","(2, 33)",2,-0.17611190551601127
kpath_total_weight + mid_nearest_Z,"kpath_total_weight,mid_nearest_Z","(27, 44)",2,-0.17655319031547184
kpath_total_weight + mid_nearest_mass,"kpath_total_weight,mid_nearest_mass","(27, 47)",2,-0.17655319031547184
